AAPL,Apple,NASDAQ
CSCO,Cisco,NASDAQ
INTC,Intel,NASDAQ
MSFT,Microsoft,NASDAQ
EBAY,eBay,NASDAQ
QCOM,QUALCOMM,NASDAQ
MU,Micron,NASDAQ
FB,Facebook,NASDAQ
GRPN,Groupon,NASDAQ
SBUX,Starbucks,NASDAQ
